id,smartphone_brand,smartphone_model,product_category,cost
30237,Nokia,LG V60 ThinQ,Electronics,51187
30238,LG,Moto G Power,Electronics,181622
30239,Nokia,LG V60 ThinQ,Mobile Device,123358
30240,Apple,OnePlus 9,Smartphone,13640
30241,Google,iPhone 12,Smartphone,70546
30242,Huawei,LG V60 ThinQ,Mobile Device,44489
30243,Apple,Pixel 5,Mobile Device,41756
30244,OnePlus,ZenFone 8,Electronics,99189
30245,OnePlus,iPhone 12,Electronics,196536
30246,OnePlus,Moto G Power,Smartphone,43491
30247,Nokia,LG V60 ThinQ,Smartphone,174015
30248,Samsung,LG V60 ThinQ,Electronics,107765
30249,OnePlus,ZenFone 8,Mobile Device,197331
30250,Nokia,Xperia 1 II,Electronics,101761
30251,Google,ZenFone 8,Mobile Device,38131
30252,LG,Xperia 1 II,Electronics,118289
30253,Sony,Nokia 8.3,Mobile Device,58213
30254,LG,iPhone 12,Smartphone,13663
30255,OnePlus,Galaxy S21,Electronics,72809
30256,Samsung,Moto G Power,Mobile Device,6580
30257,Huawei,Pixel 5,Electronics,72687
30258,LG,Nokia 8.3,Mobile Device,104394
30259,Xiaomi,Moto G Power,Smartphone,118789
30260,Nokia,iPhone 12,Electronics,46342
30261,Sony,Galaxy S21,Electronics,191150
30262,Google,ZenFone 8,Mobile Device,113909
30263,Apple,Nokia 8.3,Electronics,29175
30264,Huawei,Xperia 1 II,Electronics,188604
30265,Huawei,Galaxy S21,Smartphone,62256
30266,OnePlus,Moto G Power,Smartphone,100579
30267,Xiaomi,Xperia 1 II,Mobile Device,142962
30268,Huawei,Moto G Power,Mobile Device,143183
30269,LG,Mi 11,Mobile Device,150217
30270,Sony,Moto G Power,Smartphone,196680
30271,Apple,Xperia 1 II,Electronics,187522
30272,Nokia,Nokia 8.3,Electronics,105064
30273,Motorola,ZenFone 8,Smartphone,18179
30274,Nokia,OnePlus 9,Mobile Device,7437
30275,Huawei,Nokia 8.3,Electronics,71377
30276,Sony,Nokia 8.3,Smartphone,72359
30277,Huawei,ZenFone 8,Mobile Device,184453
30278,Nokia,Nokia 8.3,Electronics,195846
30279,Xiaomi,iPhone 12,Electronics,196699
30280,Sony,Xperia 1 II,Electronics,163781
30281,Samsung,LG V60 ThinQ,Electronics,137249
30282,Apple,LG V60 ThinQ,Smartphone,122919
30283,Sony,iPhone 12,Electronics,104887
30284,Huawei,LG V60 ThinQ,Mobile Device,14858
30285,Sony,LG V60 ThinQ,Smartphone,134074
30286,Motorola,Nokia 8.3,Mobile Device,29446
30287,Motorola,Nokia 8.3,Electronics,11789
30288,LG,LG V60 ThinQ,Smartphone,94429
30289,Apple,OnePlus 9,Electronics,15860
30290,Nokia,LG V60 ThinQ,Smartphone,8998
30291,Sony,OnePlus 9,Smartphone,48097
30292,Nokia,Xperia 1 II,Smartphone,194031
30293,Sony,Moto G Power,Smartphone,94526
30294,Xiaomi,Nokia 8.3,Smartphone,73790
30295,Apple,Mi 11,Mobile Device,26834
30296,Sony,Nokia 8.3,Mobile Device,157235
30297,Motorola,Moto G Power,Mobile Device,47994
30298,Sony,LG V60 ThinQ,Smartphone,46676
30299,Apple,Galaxy S21,Electronics,45680
30300,Motorola,Moto G Power,Smartphone,68041
30301,Motorola,ZenFone 8,Mobile Device,30515
30302,OnePlus,Pixel 5,Electronics,48486
30303,Sony,iPhone 12,Electronics,115533
30304,Sony,Nokia 8.3,Mobile Device,44659
30305,Samsung,Galaxy S21,Mobile Device,12266
30306,Xiaomi,Mi 11,Smartphone,66889
30307,Xiaomi,iPhone 12,Electronics,114986
30308,Nokia,Pixel 5,Smartphone,39101
30309,Motorola,Galaxy S21,Mobile Device,49371
30310,OnePlus,Moto G Power,Mobile Device,70634
30311,Nokia,Galaxy S21,Smartphone,125150
30312,Nokia,iPhone 12,Smartphone,54270
30313,Sony,OnePlus 9,Smartphone,70139
30314,Xiaomi,Mi 11,Smartphone,65576
30315,Nokia,Moto G Power,Mobile Device,148842
30316,Sony,Pixel 5,Smartphone,174384
30317,Sony,Moto G Power,Mobile Device,38820
30318,Xiaomi,Moto G Power,Electronics,51344
30319,Samsung,ZenFone 8,Smartphone,106654
30320,Apple,iPhone 12,Smartphone,55090
30321,Samsung,Mi 11,Electronics,64492
30322,LG,OnePlus 9,Smartphone,60684
30323,Nokia,iPhone 12,Electronics,117513
30324,Nokia,Xperia 1 II,Smartphone,128841
30325,LG,LG V60 ThinQ,Mobile Device,20896
30326,LG,Xperia 1 II,Electronics,8221
30327,Samsung,Galaxy S21,Electronics,74538
30328,OnePlus,Pixel 5,Smartphone,137274
30329,Huawei,ZenFone 8,Smartphone,112946
30330,Huawei,Moto G Power,Mobile Device,108403
30331,Motorola,OnePlus 9,Electronics,10714
30332,Sony,Moto G Power,Electronics,128289
30333,LG,Galaxy S21,Smartphone,182579
30334,LG,iPhone 12,Smartphone,34717
30335,Google,Pixel 5,Electronics,30393
30336,Apple,Moto G Power,Mobile Device,79675
30337,Huawei,iPhone 12,Electronics,30227
30338,Xiaomi,Xperia 1 II,Smartphone,54399
30339,Xiaomi,Pixel 5,Smartphone,154080
30340,Xiaomi,iPhone 12,Electronics,178349
30341,Motorola,Galaxy S21,Smartphone,45279
30342,Motorola,Mi 11,Smartphone,69851
30343,LG,Moto G Power,Electronics,29758
30344,Xiaomi,OnePlus 9,Smartphone,152121
30345,Google,Nokia 8.3,Mobile Device,51635
30346,LG,Xperia 1 II,Smartphone,109562
30347,Xiaomi,Pixel 5,Electronics,132430
30348,Xiaomi,Xperia 1 II,Smartphone,62238
30349,Google,OnePlus 9,Electronics,74261
30350,Samsung,Moto G Power,Mobile Device,106910
30351,Google,OnePlus 9,Smartphone,129982
30352,Motorola,Galaxy S21,Smartphone,154922
30353,Huawei,Pixel 5,Electronics,146666
30354,LG,LG V60 ThinQ,Smartphone,188815
30355,OnePlus,Galaxy S21,Smartphone,50675
30356,Samsung,iPhone 12,Electronics,110636
30357,OnePlus,OnePlus 9,Electronics,134026
30358,Huawei,Moto G Power,Electronics,102778
30359,Xiaomi,Xperia 1 II,Electronics,179286
30360,Motorola,Moto G Power,Electronics,35771
30361,Sony,ZenFone 8,Electronics,37614
30362,Apple,LG V60 ThinQ,Smartphone,7763
30363,Google,Moto G Power,Smartphone,186502
30364,Apple,Galaxy S21,Electronics,99394
30365,Apple,iPhone 12,Mobile Device,106633
30366,LG,OnePlus 9,Mobile Device,63990
30367,Samsung,ZenFone 8,Electronics,86458
30368,Huawei,Moto G Power,Electronics,177038
30369,Nokia,ZenFone 8,Electronics,176078
30370,Apple,Mi 11,Electronics,131392
30371,Samsung,Moto G Power,Mobile Device,25611
30372,OnePlus,Xperia 1 II,Mobile Device,68954
30373,Samsung,OnePlus 9,Mobile Device,184676
30374,Motorola,Mi 11,Smartphone,92461
30375,OnePlus,ZenFone 8,Electronics,69209
30376,Google,ZenFone 8,Mobile Device,108519
30377,LG,OnePlus 9,Smartphone,95595
30378,OnePlus,Nokia 8.3,Electronics,63559
30379,Huawei,Moto G Power,Mobile Device,167137
30380,Nokia,iPhone 12,Mobile Device,19525
30381,Nokia,Moto G Power,Smartphone,89922
30382,Xiaomi,Mi 11,Smartphone,35066
30383,Xiaomi,Moto G Power,Mobile Device,18710
30384,Motorola,Mi 11,Mobile Device,100951
30385,Apple,OnePlus 9,Electronics,56215
30386,LG,Galaxy S21,Smartphone,73073
30387,Xiaomi,Nokia 8.3,Smartphone,108694
30388,Sony,Galaxy S21,Mobile Device,155979
30389,Samsung,Galaxy S21,Smartphone,74990
30390,Google,Galaxy S21,Electronics,149501
30391,Apple,Nokia 8.3,Electronics,145379
30392,Xiaomi,Galaxy S21,Smartphone,135721
30393,Huawei,Nokia 8.3,Smartphone,174943
30394,OnePlus,OnePlus 9,Electronics,128002
30395,Sony,iPhone 12,Electronics,21021
30396,Nokia,Galaxy S21,Electronics,12722
30397,Xiaomi,Moto G Power,Mobile Device,31790
30398,Samsung,Moto G Power,Smartphone,17393
30399,Sony,OnePlus 9,Electronics,41325
30400,LG,Nokia 8.3,Mobile Device,47542
30401,LG,OnePlus 9,Smartphone,194711
30402,Xiaomi,Pixel 5,Smartphone,26109
30403,Nokia,LG V60 ThinQ,Smartphone,196228
30404,Nokia,Nokia 8.3,Electronics,29993
30405,LG,Pixel 5,Electronics,65465
30406,Nokia,Pixel 5,Mobile Device,132687
30407,Nokia,Xperia 1 II,Smartphone,52718
30408,Google,Pixel 5,Smartphone,58453
30409,LG,iPhone 12,Electronics,76462
30410,Samsung,Mi 11,Smartphone,78116
30411,Sony,OnePlus 9,Smartphone,165238
30412,Nokia,iPhone 12,Electronics,21842
30413,Apple,OnePlus 9,Smartphone,108561
30414,LG,LG V60 ThinQ,Electronics,137616
30415,Google,Xperia 1 II,Electronics,60279
30416,Sony,Xperia 1 II,Smartphone,105735
30417,Nokia,ZenFone 8,Mobile Device,24950
30418,Huawei,OnePlus 9,Electronics,187433
30419,Sony,Galaxy S21,Smartphone,125504
30420,Google,ZenFone 8,Mobile Device,33034
30421,LG,Mi 11,Electronics,28199
30422,Huawei,ZenFone 8,Mobile Device,151210
30423,Huawei,ZenFone 8,Electronics,162241
30424,Nokia,Galaxy S21,Electronics,32903
30425,Google,Nokia 8.3,Electronics,37984
30426,OnePlus,OnePlus 9,Electronics,111796
30427,Samsung,ZenFone 8,Smartphone,182246
30428,Xiaomi,ZenFone 8,Electronics,99695
30429,Google,Pixel 5,Smartphone,143675
30430,OnePlus,Nokia 8.3,Mobile Device,175980
30431,Sony,Xperia 1 II,Electronics,178044
30432,Apple,Pixel 5,Smartphone,92523
30433,Huawei,OnePlus 9,Smartphone,16749
30434,Sony,LG V60 ThinQ,Mobile Device,46375
30435,Huawei,LG V60 ThinQ,Smartphone,78459
30436,Xiaomi,Mi 11,Mobile Device,19094
30437,OnePlus,LG V60 ThinQ,Smartphone,163582
30438,Motorola,iPhone 12,Smartphone,151830
30439,Nokia,Nokia 8.3,Electronics,32505
30440,Apple,Pixel 5,Smartphone,137595
30441,Xiaomi,Galaxy S21,Mobile Device,150722
30442,Xiaomi,ZenFone 8,Mobile Device,196382
30443,Samsung,LG V60 ThinQ,Smartphone,81368
30444,Nokia,Mi 11,Mobile Device,110101
30445,Apple,Xperia 1 II,Smartphone,156454
30446,OnePlus,Xperia 1 II,Electronics,92255
30447,Google,LG V60 ThinQ,Smartphone,9411
30448,Nokia,Xperia 1 II,Electronics,126187
30449,OnePlus,Pixel 5,Electronics,45418
30450,Motorola,Nokia 8.3,Smartphone,80396
30451,LG,Moto G Power,Electronics,138644
30452,Apple,OnePlus 9,Smartphone,35183
30453,Apple,iPhone 12,Electronics,156355
30454,LG,Galaxy S21,Mobile Device,64102
30455,Motorola,ZenFone 8,Smartphone,179890
30456,Sony,Moto G Power,Smartphone,151473
30457,Nokia,Pixel 5,Mobile Device,45981
30458,Huawei,Xperia 1 II,Mobile Device,129555
30459,OnePlus,Mi 11,Electronics,86804
30460,LG,Nokia 8.3,Mobile Device,65449
30461,Apple,Moto G Power,Smartphone,83713
30462,Motorola,Xperia 1 II,Smartphone,21076
30463,LG,Pixel 5,Electronics,195823
30464,Motorola,Xperia 1 II,Mobile Device,40343
30465,Sony,Pixel 5,Mobile Device,160968
30466,Xiaomi,Nokia 8.3,Smartphone,149045
30467,LG,ZenFone 8,Smartphone,82179
30468,Sony,Pixel 5,Smartphone,111544
30469,Apple,Mi 11,Smartphone,62838
30470,Xiaomi,Pixel 5,Smartphone,65436
30471,OnePlus,ZenFone 8,Smartphone,137081
30472,OnePlus,Nokia 8.3,Smartphone,83161
30473,Samsung,LG V60 ThinQ,Smartphone,168724
30474,Google,Pixel 5,Electronics,139672
30475,Apple,Moto G Power,Smartphone,56980
30476,Xiaomi,LG V60 ThinQ,Electronics,178854
30477,Huawei,ZenFone 8,Smartphone,176671
30478,OnePlus,iPhone 12,Mobile Device,24574
30479,Sony,LG V60 ThinQ,Electronics,181606
30480,Xiaomi,OnePlus 9,Electronics,61655
30481,LG,Galaxy S21,Mobile Device,176342
30482,OnePlus,Galaxy S21,Electronics,117870
30483,Motorola,Pixel 5,Electronics,88071
30484,Apple,Pixel 5,Mobile Device,133913
30485,Google,iPhone 12,Smartphone,42044
30486,Motorola,Xperia 1 II,Smartphone,15554
30487,Samsung,Mi 11,Mobile Device,147476
30488,Xiaomi,Moto G Power,Electronics,38146
30489,LG,Moto G Power,Electronics,72037
30490,Xiaomi,Xperia 1 II,Electronics,36701
30491,OnePlus,Nokia 8.3,Smartphone,11173
30492,OnePlus,OnePlus 9,Electronics,181869
30493,Huawei,LG V60 ThinQ,Mobile Device,130308
30494,Google,Mi 11,Mobile Device,162767
30495,Huawei,iPhone 12,Smartphone,53863
30496,Xiaomi,Galaxy S21,Electronics,65168
30497,OnePlus,Moto G Power,Electronics,98041
30498,Samsung,Xperia 1 II,Electronics,91837
30499,LG,Xperia 1 II,Smartphone,15874
30500,Apple,Galaxy S21,Mobile Device,181186
30501,LG,ZenFone 8,Mobile Device,138251
30502,Motorola,Nokia 8.3,Electronics,25709
30503,OnePlus,OnePlus 9,Electronics,105047
30504,Motorola,LG V60 ThinQ,Mobile Device,52109
30505,Google,Pixel 5,Electronics,103143
30506,Google,OnePlus 9,Smartphone,29765
30507,Nokia,Nokia 8.3,Electronics,152175
30508,Nokia,Pixel 5,Electronics,91555
30509,Nokia,Galaxy S21,Mobile Device,85288
30510,Apple,Nokia 8.3,Smartphone,176494
30511,Samsung,Nokia 8.3,Electronics,148869
30512,Apple,Galaxy S21,Smartphone,58513
30513,Sony,ZenFone 8,Smartphone,23818
30514,OnePlus,Mi 11,Mobile Device,126974
30515,Huawei,Pixel 5,Electronics,176670
30516,Nokia,LG V60 ThinQ,Electronics,139420
30517,Samsung,Galaxy S21,Mobile Device,19891
30518,Huawei,LG V60 ThinQ,Smartphone,122270
30519,LG,Xperia 1 II,Mobile Device,97978
30520,Samsung,OnePlus 9,Smartphone,78802
30521,Nokia,Galaxy S21,Smartphone,41886
30522,Sony,Moto G Power,Smartphone,37910
30523,LG,Pixel 5,Smartphone,156308
30524,Sony,Xperia 1 II,Smartphone,171266
30525,LG,OnePlus 9,Electronics,56722
30526,Sony,Nokia 8.3,Smartphone,131859
30527,Nokia,ZenFone 8,Smartphone,83878
30528,Xiaomi,Galaxy S21,Electronics,127420
30529,Apple,Mi 11,Mobile Device,104829
30530,LG,Moto G Power,Smartphone,85669
30531,OnePlus,Nokia 8.3,Mobile Device,58929
30532,Apple,Nokia 8.3,Smartphone,158098
30533,Huawei,OnePlus 9,Smartphone,137595
30534,LG,Pixel 5,Mobile Device,132325
30535,Huawei,Nokia 8.3,Smartphone,147990
30536,Google,Xperia 1 II,Electronics,15065
30537,Huawei,Galaxy S21,Mobile Device,145732
30538,OnePlus,LG V60 ThinQ,Smartphone,124388
30539,Google,LG V60 ThinQ,Mobile Device,99185
30540,Xiaomi,iPhone 12,Smartphone,108922
30541,OnePlus,ZenFone 8,Smartphone,60822
30542,Apple,LG V60 ThinQ,Electronics,141190
30543,Sony,ZenFone 8,Mobile Device,71902
30544,Sony,LG V60 ThinQ,Mobile Device,168930
30545,Apple,OnePlus 9,Electronics,49841
30546,Huawei,Galaxy S21,Smartphone,199226
30547,Xiaomi,Nokia 8.3,Mobile Device,59551
30548,Motorola,Moto G Power,Electronics,185166
30549,Sony,Nokia 8.3,Smartphone,173944
30550,Samsung,Moto G Power,Mobile Device,113950
30551,Google,iPhone 12,Smartphone,178760
30552,Huawei,Pixel 5,Electronics,49256
30553,Motorola,iPhone 12,Electronics,101918
30554,Samsung,ZenFone 8,Smartphone,148626
30555,Apple,Nokia 8.3,Electronics,152173
30556,Xiaomi,Nokia 8.3,Mobile Device,49487
30557,Huawei,OnePlus 9,Smartphone,47098
30558,Google,Nokia 8.3,Mobile Device,142789
30559,Google,Xperia 1 II,Mobile Device,38688
30560,Apple,OnePlus 9,Mobile Device,96322
30561,Google,LG V60 ThinQ,Smartphone,110738
30562,OnePlus,Pixel 5,Mobile Device,170766
30563,Xiaomi,Galaxy S21,Mobile Device,126597
30564,LG,Galaxy S21,Electronics,157184
30565,Google,Nokia 8.3,Electronics,162372
30566,OnePlus,Pixel 5,Electronics,31737
30567,Nokia,ZenFone 8,Mobile Device,40220
30568,Apple,Pixel 5,Electronics,49204
30569,Huawei,Moto G Power,Smartphone,130343
30570,Samsung,OnePlus 9,Smartphone,188893
30571,Motorola,LG V60 ThinQ,Smartphone,61836
30572,Nokia,Galaxy S21,Electronics,182979
30573,Huawei,LG V60 ThinQ,Smartphone,62834
30574,Xiaomi,LG V60 ThinQ,Smartphone,190767
30575,Xiaomi,OnePlus 9,Smartphone,118031
30576,Sony,iPhone 12,Electronics,176540
30577,Google,LG V60 ThinQ,Smartphone,66961
30578,Huawei,ZenFone 8,Smartphone,23118
30579,Motorola,OnePlus 9,Smartphone,76115
30580,Huawei,Galaxy S21,Smartphone,149086
30581,Sony,ZenFone 8,Electronics,173104
30582,Nokia,Pixel 5,Mobile Device,32706
30583,Apple,Xperia 1 II,Electronics,65734
30584,Apple,OnePlus 9,Electronics,72607
30585,Motorola,ZenFone 8,Electronics,29308
30586,Apple,Mi 11,Mobile Device,103298
30587,Google,Xperia 1 II,Electronics,74995
30588,Apple,ZenFone 8,Mobile Device,65821
30589,Xiaomi,OnePlus 9,Electronics,44331
30590,Apple,LG V60 ThinQ,Mobile Device,68752
30591,Xiaomi,Moto G Power,Smartphone,50790
30592,Sony,Nokia 8.3,Electronics,185269
30593,OnePlus,Mi 11,Mobile Device,61321
30594,Google,Mi 11,Electronics,37690
30595,OnePlus,Pixel 5,Mobile Device,190865
30596,Huawei,Pixel 5,Electronics,9834
30597,Nokia,iPhone 12,Smartphone,36601
30598,OnePlus,Galaxy S21,Mobile Device,34066
30599,OnePlus,Galaxy S21,Electronics,22142
30600,Sony,Nokia 8.3,Electronics,164753
30601,Huawei,LG V60 ThinQ,Smartphone,162620
30602,Samsung,ZenFone 8,Electronics,191429
30603,Samsung,Pixel 5,Mobile Device,42424
30604,OnePlus,iPhone 12,Smartphone,165409
30605,Samsung,iPhone 12,Mobile Device,90060
30606,Xiaomi,Mi 11,Smartphone,70259
30607,Xiaomi,ZenFone 8,Electronics,95192
30608,LG,Mi 11,Smartphone,19811
30609,LG,OnePlus 9,Electronics,68546
30610,LG,Nokia 8.3,Smartphone,105434
30611,Google,Galaxy S21,Mobile Device,141915
30612,Nokia,ZenFone 8,Electronics,176581
30613,Google,OnePlus 9,Mobile Device,87533
30614,Sony,iPhone 12,Electronics,7115
30615,Samsung,Moto G Power,Electronics,181758
30616,Xiaomi,Xperia 1 II,Mobile Device,186417
30617,Apple,Pixel 5,Electronics,47278
30618,Sony,OnePlus 9,Electronics,116038
30619,Apple,Pixel 5,Mobile Device,59334
30620,Huawei,LG V60 ThinQ,Electronics,28702
30621,Motorola,Nokia 8.3,Electronics,48005
30622,Huawei,LG V60 ThinQ,Electronics,64877
30623,Samsung,ZenFone 8,Mobile Device,80172
30624,Xiaomi,Nokia 8.3,Mobile Device,187061
30625,Samsung,OnePlus 9,Electronics,107445
30626,LG,Mi 11,Electronics,133982
30627,Apple,LG V60 ThinQ,Mobile Device,74334
30628,Apple,Xperia 1 II,Mobile Device,189240
30629,Huawei,Pixel 5,Smartphone,123673
30630,Apple,iPhone 12,Smartphone,71212
30631,OnePlus,Nokia 8.3,Electronics,131526
30632,Sony,Moto G Power,Mobile Device,141141
30633,OnePlus,LG V60 ThinQ,Smartphone,77293
30634,Nokia,Xperia 1 II,Mobile Device,70884
30635,Sony,Galaxy S21,Electronics,173353
30636,Huawei,Galaxy S21,Electronics,159986
30637,Nokia,Moto G Power,Mobile Device,145036
30638,Motorola,Mi 11,Smartphone,156909
30639,Motorola,Nokia 8.3,Mobile Device,89847
30640,Xiaomi,Mi 11,Mobile Device,82057
30641,Xiaomi,Mi 11,Mobile Device,54816
30642,Sony,Nokia 8.3,Mobile Device,44866
30643,Apple,Galaxy S21,Electronics,182453
30644,Google,iPhone 12,Mobile Device,115227
30645,Nokia,Pixel 5,Smartphone,80198
30646,Apple,Moto G Power,Smartphone,103479
30647,OnePlus,ZenFone 8,Electronics,84863
30648,Apple,ZenFone 8,Mobile Device,81180
30649,Apple,Moto G Power,Smartphone,136293
30650,LG,Xperia 1 II,Smartphone,89120
30651,Motorola,LG V60 ThinQ,Smartphone,162282
30652,Samsung,iPhone 12,Mobile Device,164890
30653,Xiaomi,Nokia 8.3,Electronics,91526
30654,Nokia,iPhone 12,Mobile Device,153974
30655,Samsung,Pixel 5,Smartphone,30064
30656,Apple,Mi 11,Mobile Device,122323
30657,Samsung,ZenFone 8,Smartphone,110728
30658,Nokia,LG V60 ThinQ,Smartphone,91148
30659,LG,Galaxy S21,Mobile Device,183956
30660,Xiaomi,Moto G Power,Electronics,48497
30661,Google,Moto G Power,Electronics,194045
30662,LG,Nokia 8.3,Mobile Device,158766
30663,Nokia,Galaxy S21,Smartphone,163445
30664,LG,Pixel 5,Electronics,147506
30665,Sony,Pixel 5,Smartphone,96573
30666,Huawei,Nokia 8.3,Smartphone,43504
30667,Google,iPhone 12,Mobile Device,118460
30668,Nokia,Pixel 5,Mobile Device,16450
30669,OnePlus,Mi 11,Smartphone,172881
30670,Sony,Moto G Power,Electronics,73856
30671,Google,LG V60 ThinQ,Mobile Device,71810
30672,Samsung,Galaxy S21,Mobile Device,188285
30673,Sony,Moto G Power,Electronics,22820
30674,OnePlus,Mi 11,Smartphone,34112
30675,Motorola,Xperia 1 II,Electronics,135875
30676,Huawei,OnePlus 9,Mobile Device,74010
30677,OnePlus,LG V60 ThinQ,Smartphone,66106
30678,OnePlus,Xperia 1 II,Smartphone,71339
30679,Apple,Galaxy S21,Mobile Device,133167
30680,Apple,Nokia 8.3,Mobile Device,135433
30681,LG,Xperia 1 II,Mobile Device,45339
30682,Google,Nokia 8.3,Mobile Device,14651
30683,Nokia,Pixel 5,Electronics,99022
30684,LG,Nokia 8.3,Mobile Device,41246
30685,Google,LG V60 ThinQ,Electronics,105530
30686,Sony,Galaxy S21,Smartphone,52085
30687,Motorola,Galaxy S21,Electronics,198655
30688,Nokia,Galaxy S21,Mobile Device,25169
30689,Motorola,Xperia 1 II,Mobile Device,86629
30690,Sony,Pixel 5,Smartphone,112835
30691,Sony,Nokia 8.3,Electronics,31363
30692,Xiaomi,Galaxy S21,Mobile Device,99916
30693,Apple,Pixel 5,Smartphone,67070
30694,Huawei,Pixel 5,Mobile Device,65160
30695,Xiaomi,Galaxy S21,Electronics,93810
30696,Samsung,iPhone 12,Electronics,88813
30697,Xiaomi,OnePlus 9,Smartphone,183629
30698,Samsung,Mi 11,Mobile Device,45249
30699,Sony,LG V60 ThinQ,Electronics,147998
30700,Apple,Pixel 5,Electronics,92596
30701,Motorola,Galaxy S21,Mobile Device,170726
30702,Huawei,Nokia 8.3,Smartphone,195247
30703,Xiaomi,Moto G Power,Electronics,34527
30704,Apple,Nokia 8.3,Mobile Device,87935
30705,LG,Nokia 8.3,Electronics,156459
30706,Motorola,Mi 11,Smartphone,90953
30707,Motorola,Mi 11,Electronics,33687
30708,Huawei,Mi 11,Smartphone,135995
30709,Sony,LG V60 ThinQ,Mobile Device,101752
30710,LG,Xperia 1 II,Smartphone,136832
30711,Samsung,iPhone 12,Smartphone,31083
30712,Huawei,Pixel 5,Smartphone,110901
30713,LG,iPhone 12,Smartphone,58470
30714,OnePlus,Moto G Power,Electronics,187450
30715,Sony,LG V60 ThinQ,Smartphone,164751
30716,Google,Moto G Power,Mobile Device,29134
30717,Apple,OnePlus 9,Electronics,192061
30718,Google,Moto G Power,Mobile Device,50482
30719,Sony,Mi 11,Mobile Device,134159
30720,Google,Xperia 1 II,Smartphone,138563
30721,Huawei,OnePlus 9,Mobile Device,77473
30722,Samsung,ZenFone 8,Smartphone,118345
30723,Nokia,LG V60 ThinQ,Smartphone,196807
30724,Nokia,Nokia 8.3,Electronics,41724
30725,Xiaomi,OnePlus 9,Mobile Device,21554
30726,OnePlus,iPhone 12,Mobile Device,88514
30727,Motorola,LG V60 ThinQ,Mobile Device,69015
30728,Google,Galaxy S21,Electronics,140537
30729,Sony,OnePlus 9,Electronics,76637
30730,Xiaomi,OnePlus 9,Smartphone,130203
30731,LG,OnePlus 9,Electronics,120695
30732,Apple,ZenFone 8,Smartphone,73192
30733,Nokia,Galaxy S21,Electronics,100918
30734,Xiaomi,Pixel 5,Mobile Device,39740
30735,Sony,Galaxy S21,Mobile Device,58713
30736,Motorola,ZenFone 8,Electronics,60648
30737,OnePlus,Moto G Power,Mobile Device,126976
30738,Sony,Moto G Power,Mobile Device,177758
30739,Motorola,OnePlus 9,Smartphone,66387
30740,Nokia,Mi 11,Electronics,95307
30741,Huawei,ZenFone 8,Mobile Device,164291
30742,Sony,Moto G Power,Smartphone,107120
30743,Apple,OnePlus 9,Electronics,55623
30744,Google,Pixel 5,Smartphone,64511
30745,Nokia,Nokia 8.3,Mobile Device,177323
30746,Google,Nokia 8.3,Mobile Device,146860
30747,Nokia,OnePlus 9,Electronics,15885
30748,Nokia,Moto G Power,Mobile Device,172297
30749,Nokia,ZenFone 8,Mobile Device,137372
30750,Google,OnePlus 9,Electronics,158641
